timing,simulator,obstacles,agents,k_neighbor,map_name,delay_start,delay_interval,delay_ratio,delay_type,makespan,soc,total_time,makespan_time,feasibility,cycle,execution_time,first_agent_arriving,cycle_count,cycle_agents,unblocked_agents,feasibility_count,feasibility_type_a,feasibility_type_b,feasibility_type_c,average_timestep_time,average_feasibility_time,average_cycle_time,average_feasibility_unsettled,average_feasibility_loop,average_feasibility_topo,average_feasibility_recursion,makespan_lower,makespan_upper,soc_lower,soc_upper,average_timestep_time_lower,average_timestep_time_upper,makespan_time_lower,makespan_time_upper,partial_replan_count,partial_replan_time,full_replan_count,full_replan_time,data_points,all_node_pairs,fixed_node_pairs,added_node_pairs
discrete,default,0,10,2,room-32-32-4,0,1,0.1,agent,59.10909090909091,31.798181818181817,0.0003304052181818182,5.669029171536969e-06,heuristic,proposed,0.0,5.381818181818182,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.522773656839476,60.69540816134234,30.267977758441333,33.3283858779223,0.0,0.0,4.914044846438634e-06,6.424013496635305e-06,0,0,0,0,55,0.0,0.0,0.0
discrete,pibt,0,10,2,room-32-32-4,0,1,0.1,agent,61.41818181818182,32.367272727272734,0.0033076976363636355,5.355464584169549e-05,heuristic,proposed,0.0019003065454545455,32.2,0.0,0.0,0.0,0.0,0,0,0,5.6071461710751275e-05,0.0,0.0,0.0,0.0,0.0,0.0,59.23140083114393,63.604962805219714,30.71375271801215,34.02079273653332,4.840218123180268e-05,6.374074218969987e-05,4.6895395021598864e-05,6.021389666179211e-05,0,0,0,0,55,0.0,0.0,0.0
discrete,online_opt,0,10,2,room-32-32-4,0,1,0.1,agent,59.054545454545455,31.74545454545454,0.005337873163636363,8.850286857719883e-05,heuristic,proposed,0.0017032825272727274,5.345454545454546,5.327272727272727,18.327272727272728,52.18181818181818,6.254545454545455,0,0,0,0.000292347243105231,0.00026865016464627377,0.0002947624855294735,0.0,0.0,0.0,0.0,57.444730944947494,60.664359964143415,30.226637383382897,33.26427170752618,0.00022276119076059962,0.00036193329544986243,7.126442766209873e-05,0.00010574130949229892,0,0,0,0,55,,,
discrete,replan_1.1,0,10,2,room-32-32-4,0,1,0.1,agent,59.03636363636364,32.44909090909092,0.22177578181818183,0.003747783004752134,heuristic,proposed,0.034609766363636364,5.945454545454545,0.0,0.0,0.0,0.0,0,0,0,0.0044409751120737554,0.0,0.0,0.0,0.0,0.0,0.0,57.476466127804834,60.596261144922444,30.933118455923427,33.96506336225841,0.003654709240551119,0.005227240983596392,0.0034065650263990434,0.004089000983105225,0,0,0,0,55,0.0,0.0,0.0
discrete,default,0,10,2,room-32-32-4,0,10,0.1,agent,66.24074074074075,33.72222222222223,0.0002399112777777778,3.6769851325497913e-06,heuristic,proposed,0.0,5.518518518518518,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.26633633579851,69.21514514568298,32.02770951298417,35.41673493146029,0.0,0.0,3.305065341919611e-06,4.048904923179972e-06,0,0,0,0,54,0.0,0.0,0.0
discrete,pibt,0,10,2,room-32-32-4,0,10,0.1,agent,69.12962962962963,34.16481481481481,0.003646215555555556,5.317943876704425e-05,heuristic,proposed,0.0018028629074074074,31.25925925925926,0.0,0.0,0.0,0.0,0,0,0,5.529716753694817e-05,0.0,0.0,0.0,0.0,0.0,0.0,65.57160194874723,72.68765731051204,32.47735551038326,35.85227411924636,4.5210367449932266e-05,6.538396762396408e-05,4.522991198837498e-05,6.112896554571352e-05,0,0,0,0,54,0.0,0.0,0.0
discrete,online_opt,0,10,2,room-32-32-4,0,10,0.1,agent,65.44444444444444,33.2962962962963,0.006570446518518519,0.0001010300823360718,heuristic,proposed,0.0018812208518518517,5.481481481481482,5.462962962962963,19.72222222222222,53.425925925925924,6.833333333333333,0,0,0,0.0003282145560486973,0.00028026008644723175,0.0003297569788882034,0.0,0.0,0.0,0.0,62.62395969422706,68.26492919466183,31.667787321801075,34.92480527079152,0.0002462404912619125,0.00041018862083548206,7.639841801968465e-05,0.00012566174665245894,0,0,0,0,54,,,
discrete,replan_1.1,0,10,2,room-32-32-4,0,10,0.1,agent,65.44444444444444,33.5425925925926,0.25942742592592594,0.003908741949871191,heuristic,proposed,0.03384980592592592,6.2407407407407405,0.0,0.0,0.0,0.0,0,0,0,0.0044551466501346676,0.0,0.0,0.0,0.0,0.0,0.0,62.795642993131956,68.09324589575694,31.907144437205755,35.178040747979445,0.0037099805442418377,0.005200312756027498,0.003557625531100881,0.0042598583686415,0,0,0,0,54,0.0,0.0,0.0
discrete,default,0,10,2,room-32-32-4,0,20,0.1,agent,79.87037037037037,37.03703703703703,0.00021846805555555558,2.8452403507867733e-06,heuristic,proposed,0.0,5.203703703703703,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.93663124679293,85.8041094939478,34.88278179091253,39.19129228316153,0.0,0.0,2.5931556914541815e-06,3.097325010119365e-06,0,0,0,0,54,0.0,0.0,0.0
discrete,pibt,0,10,2,room-32-32-4,0,20,0.1,agent,75.94444444444444,35.68518518518518,0.0029854455555555566,3.966967964799491e-05,heuristic,proposed,0.0013414457407407406,31.537037037037038,0.0,0.0,0.0,0.0,0,0,0,4.1076820210572825e-05,0.0,0.0,0.0,0.0,0.0,0.0,70.79682544077119,81.0920634481177,33.72437158987451,37.64599878049586,3.7403123553746384e-05,4.475051686739927e-05,3.622440808526243e-05,4.3114951210727387e-05,0,0,0,0,54,0.0,0.0,0.0
discrete,online_opt,0,10,2,room-32-32-4,0,20,0.1,agent,74.70370370370371,34.85185185185185,0.007000544351851852,9.24280269952201e-05,heuristic,proposed,0.001704052074074074,5.166666666666667,5.148148148148148,18.35185185185185,50.55555555555556,6.296296296296297,0,0,0,0.0003083710534798534,0.0002732918659843687,0.0003114232757020756,0.0,0.0,0.0,0.0,69.31821602957395,80.08919137783347,33.00047464429071,36.70322905941298,0.00022873405696324878,0.00038800804999645805,6.991843390118116e-05,0.00011493762008925903,0,0,0,0,54,,,
discrete,replan_1.1,0,10,2,room-32-32-4,0,20,0.1,agent,73.18518518518519,34.94814814814815,0.31254787037037035,0.004109781562651924,heuristic,proposed,0.029062609074074073,5.925925925925926,0.0,0.0,0.0,0.0,0,0,0,0.0040614594298404635,0.0,0.0,0.0,0.0,0.0,0.0,68.62989656933168,77.7404738010387,33.079743243213336,36.81655305308296,0.00338070515753226,0.004742213702148667,0.003691976609978669,0.004527586515325179,0,0,0,0,54,0.0,0.0,0.0
discrete,default,0,20,2,warehouse-10-20-10-2-1,0,0,0.1,agent,187.36,93.83800000000001,0.00123169268,6.568836829968142e-06,heuristic,proposed,0.0,9.14,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.7047955932997,191.01520440670032,90.0670922218728,97.60890777812722,0.0,0.0,6.129911359333687e-06,7.007762300602597e-06,0,0,0,0,50,0.0,0.0,0.0
discrete,pibt,0,20,2,warehouse-10-20-10-2-1,0,0,0.1,agent,188.96,94.12800000000001,0.0211328232,0.00010883231600056957,heuristic,proposed,0.013318368280000001,111.04,0.0,0.0,0.0,0.0,0,0,0,0.00011653140702961445,0.0,0.0,0.0,0.0,0.0,0.0,183.68519487134103,194.234805128659,90.29469159762691,97.96130840237312,0.00010031287647118315,0.00013274993758804576,9.68210467110972e-05,0.00012084358529004195,0,0,0,0,50,0.0,0.0,0.0
discrete,online_opt,0,20,2,warehouse-10-20-10-2-1,0,0,0.1,agent,187.36,93.83800000000001,0.08229349799999999,0.00043673870211739514,heuristic,proposed,0.017496312660000003,9.14,9.02,49.66,182.46,9.1,0,0,0,0.001853220948998442,0.0018467280936559412,0.0018547921248247723,0.0,0.0,0.0,0.0,183.7047955932997,191.01520440670032,90.0670922218728,97.60890777812722,0.0013813321287233303,0.0023251097692735534,0.0003262358846402512,0.000547241519594539,0,0,0,0,50,,,
discrete,replan_1.1,0,20,2,warehouse-10-20-10-2-1,0,0,0.1,agent,187.36,93.83800000000001,0.0012351665,6.5796518548162695e-06,heuristic,proposed,0.0,9.14,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.7047955932997,191.01520440670032,90.0670922218728,97.60890777812722,0.0,0.0,6.105465484527703e-06,7.053838225104836e-06,0,0,0,0,50,0.0,0.0,0.0
discrete,default,0,20,2,warehouse-10-20-10-2-1,0,1,0.1,agent,210.76,104.565,0.0015690042200000001,7.419100602999849e-06,heuristic,proposed,0.0,9.8,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.38746042866268,215.1325395713373,100.37767813680782,108.75232186319218,0.0,0.0,7.002866951640445e-06,7.835334254359253e-06,0,0,0,0,50,0.0,0.0,0.0
discrete,pibt,0,20,2,warehouse-10-20-10-2-1,0,1,0.1,agent,215.06,105.00299999999999,0.024518442,0.0001121306222054126,heuristic,proposed,0.01555151532,126.44,0.0,0.0,0.0,0.0,0,0,0,0.00012951379197038643,0.0,0.0,0.0,0.0,0.0,0.0,208.06004167372757,222.05995832627244,100.69608471778801,109.30991528221196,0.00010570611737293814,0.0001533214665678347,9.78669320003327e-05,0.0001263943124104925,0,0,0,0,50,0.0,0.0,0.0
discrete,online_opt,0,20,2,warehouse-10-20-10-2-1,0,1,0.1,agent,210.74,104.45400000000001,0.11717327800000002,0.0005489480978414896,heuristic,proposed,0.02611509226,9.8,9.68,48.52,195.42,9.88,0,0,0,0.002298806220616616,0.0022862519305300597,0.0023041042726345,0.0,0.0,0.0,0.0,206.32758897530726,215.15241102469275,100.27669800019812,108.63130199980189,0.0016655175839266731,0.002932094857306559,0.0003852250677963938,0.0007126711278865854,0,0,0,0,50,,,
discrete,replan_1.1,0,20,2,warehouse-10-20-10-2-1,0,1,0.1,agent,211.06,104.62899999999999,7.31338,0.0346476921062186,heuristic,proposed,0.370700108,9.82,0.0,0.0,0.0,0.0,0,0,0,0.03236544440426551,0.0,0.0,0.0,0.0,0.0,0.0,206.7276607681652,215.3923392318348,100.4284421920449,108.82955780795508,0.028738194042770893,0.03599269476576013,0.033619986421314065,0.03567539779112313,0,0,0,0,50,0.0,0.0,0.0
discrete,default,0,20,2,warehouse-10-20-10-2-1,0,10,0.1,agent,226.3265306122449,107.28775510204082,0.0013020070408163264,5.799350824621443e-06,heuristic,proposed,0.0,9.591836734693878,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.88165109779143,233.77141012669838,102.89972270712806,111.67578749695357,0.0,0.0,5.361747881556915e-06,6.236953767685971e-06,0,0,0,0,49,0.0,0.0,0.0
discrete,pibt,0,20,2,warehouse-10-20-10-2-1,0,10,0.1,agent,245.9591836734694,109.38673469387757,0.03597407551020408,0.00013579464484121643,heuristic,proposed,0.020826671306122452,134.75510204081633,0.0,0.0,0.0,0.0,0,0,0,0.00015709201650241186,0.0,0.0,0.0,0.0,0.0,0.0,231.7498352721143,260.1685320748245,104.5523379837063,114.22113140404885,0.00011486188957726958,0.00019932214342755414,0.00011143909561219695,0.00016015019407023592,0,0,0,0,49,0.0,0.0,0.0
discrete,online_opt,0,20,2,warehouse-10-20-10-2-1,0,10,0.1,agent,223.6326530612245,105.82244897959184,0.13627614530612245,0.0005955274632969298,heuristic,proposed,0.027895512367346942,9.591836734693878,9.489795918367347,47.08163265306123,190.9591836734694,9.653061224489797,0,0,0,0.002283337085358923,0.002257443712125569,0.0022871636094570235,0.0,0.0,0.0,0.0,216.52164220355382,230.74366391889515,101.59799864517855,110.04689931400513,0.0015926568908576424,0.0029740172798602034,0.0003910315803718164,0.0008000233462220432,0,0,0,0,49,,,
discrete,replan_1.1,0,20,2,warehouse-10-20-10-2-1,0,10,0.1,agent,222.0408163265306,105.57244897959183,7.662933877551021,0.03448714525144071,heuristic,proposed,0.3437247285714286,9.612244897959183,0.0,0.0,0.0,0.0,0,0,0,0.030666619944676437,0.0,0.0,0.0,0.0,0.0,0.0,215.26643727567705,228.81519537738416,101.37349395145765,109.771404007726,0.02736774908604655,0.033965490803306325,0.03299389823216436,0.03598039227071707,0,0,0,0,49,0.0,0.0,0.0
discrete,default,0,20,2,warehouse-10-20-10-2-1,0,20,0.1,agent,244.0,111.773,0.0013058856400000002,5.382591580105516e-06,heuristic,proposed,0.0,9.72,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.1799340896357,254.8200659103643,107.16374191887948,116.38225808112051,0.0,0.0,5.042371230945118e-06,5.722811929265914e-06,0,0,0,0,50,0.0,0.0,0.0
discrete,pibt,0,20,2,warehouse-10-20-10-2-1,0,20,0.1,agent,259.28,111.286,0.0304177328,0.00011476796999682689,heuristic,proposed,0.01587511866,131.24,0.0,0.0,0.0,0.0,0,0,0,0.00011654449793600195,0.0,0.0,0.0,0.0,0.0,0.0,245.00799725057573,273.5520027494242,106.64123214421092,115.93076785578909,0.00010095059961235325,0.00013213839625965065,0.00010100408065494558,0.0001285318593387082,0,0,0,0,50,0.0,0.0,0.0
discrete,online_opt,0,20,2,warehouse-10-20-10-2-1,0,20,0.1,agent,233.88,107.845,0.16319915999999998,0.0006642275968955106,heuristic,proposed,0.0420594653,9.72,9.58,47.96,193.08,10.02,0,0,0,0.0025142133436522112,0.00230709704010468,0.0025181745881566286,0.0,0.0,0.0,0.0,224.21651543760248,243.5434845623975,103.82015882340262,111.86984117659738,0.001218154237672978,0.0038102724496314445,0.00040499808507695557,0.0009234571087140657,0,0,0,0,50,,,
discrete,replan_1.1,0,20,2,warehouse-10-20-10-2-1,0,20,0.1,agent,230.78,106.939,8.335676200000002,0.03596285639841454,heuristic,proposed,0.3381496299999999,9.74,0.0,0.0,0.0,0.0,0,0,0,0.029270284717083213,0.0,0.0,0.0,0.0,0.0,0.0,221.23068014044273,240.32931985955727,102.88328747222415,110.99471252777583,0.02602043025656342,0.032520139177603005,0.034557144666299264,0.037368568130529814,0,0,0,0,50,0.0,0.0,0.0
discrete,default,0,20,2,room-32-32-4,0,0,0.1,agent,55.57142857142857,29.40510204081633,0.0002801685306122449,5.062888350451865e-06,heuristic,proposed,0.0,2.9591836734693877,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.2643318697824,56.878525273074736,28.229602065198186,30.580602016434476,0.0,0.0,4.76922863652628e-06,5.356548064377449e-06,0,0,0,0,49,0.0,0.0,0.0
discrete,pibt,0,20,2,room-32-32-4,0,0,0.1,agent,60.265306122448976,30.770408163265305,0.007497627551020409,0.00012287729031210223,heuristic,proposed,0.004868516571428571,33.51020408163265,0.0,0.0,0.0,0.0,0,0,0,0.00014704130622393135,0.0,0.0,0.0,0.0,0.0,0.0,58.1580222287129,62.37259001618505,29.418114631462576,32.12270169506804,0.0001330892303644018,0.0001609933820834609,0.00011524407372701364,0.00013051050689719083,0,0,0,0,49,0.0,0.0,0.0
